return_id,sale_id,transaction_id,return_date,store_id,customer_id,employee_id,product_id,return_quantity,return_amount,return_reason,return_channel,refund_method,receipt_present,item_condition,policy_exception_flag
RT00003238,SL00049210,TXN000049210,2025-03-19,S019,C0005107,E00010,P000484,1,7.85,late_delivery,in_store,debit_card,True,opened,False
RT00003239,SL00008514,TXN000008514,2025-11-10,S015,C0000418,E00058,P000352,1,12.94,wrong_size,mail,debit_card,True,opened,False
RT00003240,SL00029493,TXN000029493,2025-03-02,S016,C0004367,E00069,P000205,1,54.95,not_as_described,in_store,credit_card,True,opened,False
RT00003241,SL00017894,TXN000017894,2025-01-21,S020,C0003193,E00061,P000025,1,11.99,changed_mind,in_store,credit_card,True,opened,False
RT00003242,SL00022969,TXN000022969,2024-12-10,S004,C0005432,E00038,P000392,1,30.22,duplicate_purchase,in_store,gift_card,True,unopened,False
RT00003243,SL00040487,TXN000040487,2024-06-16,S002,C0007215,E00072,P000225,1,51.32,changed_mind,mail,store_credit,True,unopened,True
RT00003244,SL00005359,TXN000005359,2025-07-26,S003,C0006235,E00145,P000130,1,74.91,defective,in_store,debit_card,True,defective,False
RT00003245,SL00019770,TXN000019770,2024-02-07,S005,C0001540,E00127,P000332,1,9.68,changed_mind,curbside,store_credit,True,unopened,True
RT00003246,SL00018659,TXN000018659,2025-02-11,S015,C0003981,E00020,P000430,1,51.66,wrong_size,in_store,store_credit,False,unopened,True
RT00003247,SL00003195,TXN000003195,2024-05-11,S019,C0004262,E00032,P000277,1,13.21,duplicate_purchase,curbside,store_credit,True,unopened,True
RT00003248,SL00008311,TXN000008311,2024-10-12,S007,C0006509,E00023,P000359,1,15.21,late_delivery,in_store,credit_card,True,opened,False
RT00003249,SL00000143,TXN000000143,2025-10-24,S013,C0002635,E00060,P000142,1,27.35,wrong_size,in_store,store_credit,True,opened,False
RT00003250,SL00021574,TXN000021574,2025-07-22,S001,C0002422,E00143,P000162,2,75.0,changed_mind,in_store,credit_card,True,opened,False
RT00003251,SL00008570,TXN000008570,2026-01-15,S019,C0003729,E00010,P000178,2,55.14,wrong_size,in_store,store_credit,True,opened,True
RT00003252,SL00005078,TXN000005078,2025-03-01,S018,C0008491,E00109,P000403,2,58.07,not_as_described,in_store,store_credit,True,opened,False
RT00003253,SL00035602,TXN000035602,2025-03-14,S012,C0004668,E00084,P000102,2,136.26,damaged,in_store,gift_card,True,damaged,True
RT00003254,SL00045686,TXN000045686,2024-07-20,S011,C0007350,E00013,P000471,1,15.02,changed_mind,in_store,debit_card,True,unopened,False
RT00003255,SL00022790,TXN000022790,2024-07-27,S020,C0001020,E00049,P000042,1,12.5,wrong_size,in_store,debit_card,True,unopened,False
RT00003256,SL00003302,TXN000003302,2024-06-17,S004,C0007362,E00038,P000315,1,12.02,defective,in_store,debit_card,True,opened,False
RT00003257,SL00013201,TXN000013201,2024-11-27,S001,C0008489,E00143,P000436,1,21.56,not_as_described,in_store,debit_card,True,opened,False
RT00003258,SL00020317,TXN000020317,2025-01-10,S018,C0008474,E00102,P000188,1,10.14,wrong_size,in_store,gift_card,True,defective,False
RT00003259,SL00023407,TXN000023407,2025-08-10,S015,C0000990,E00093,P000488,1,28.86,changed_mind,in_store,credit_card,True,damaged,True
RT00003260,SL00032834,TXN000032834,2025-03-01,S013,C0004090,E00124,P000493,1,55.16,defective,in_store,credit_card,True,defective,False
RT00003261,SL00011174,TXN000011174,2024-06-02,S018,C0006515,E00008,P000449,1,50.34,not_as_described,in_store,credit_card,True,opened,False
RT00003262,SL00001442,TXN000001442,2025-08-19,S018,C0007088,E00109,P000182,1,19.09,wrong_size,curbside,gift_card,True,unopened,False
RT00003263,SL00013531,TXN000013531,2025-08-12,S018,C0007595,E00099,P000028,1,16.78,changed_mind,in_store,credit_card,True,opened,False
RT00003264,SL00032535,TXN000032535,2025-12-30,S006,C0005351,E00046,P000492,4,63.8,not_as_described,in_store,debit_card,True,opened,False
RT00003265,SL00009266,TXN000009266,2024-07-15,S017,C0008168,E00036,P000437,1,16.57,other,in_store,credit_card,True,opened,False
RT00003266,SL00002497,TXN000002497,2024-07-31,S006,C0002192,E00091,P000435,2,105.05,not_as_described,curbside,store_credit,True,unopened,False
RT00003267,SL00005911,TXN000005911,2024-03-04,S008,C0004645,E00101,P000112,1,18.64,changed_mind,curbside,credit_card,False,missing_packaging,True
RT00003268,SL00033787,TXN000033787,2024-06-15,S015,C0009669,E00019,P000180,1,25.48,not_as_described,in_store,credit_card,True,unopened,False
RT00003269,SL00031320,TXN000031320,2025-10-02,S019,C0009376,E00029,P000045,3,236.82,defective,in_store,store_credit,True,defective,True
RT00003270,SL00007668,TXN000007668,2024-04-12,S015,C0006861,E00062,P000042,2,25.0,late_delivery,in_store,credit_card,True,damaged,True
RT00003271,SL00016300,TXN000016300,2025-08-30,S018,C0004996,E00102,P000439,1,19.15,changed_mind,mail,debit_card,True,opened,False
RT00003272,SL00012023,TXN000012023,2025-01-10,S005,C0007673,E00080,P000327,1,39.54,wrong_size,in_store,credit_card,True,opened,False
RT00003273,SL00030911,TXN000030911,2025-08-02,S011,C0006209,E00073,P000132,2,78.8,wrong_size,in_store,debit_card,True,missing_packaging,False
RT00003274,SL00023617,TXN000023617,2025-08-18,S016,C0001118,E00123,P000129,1,79.94,wrong_size,mail,store_credit,True,unopened,False
RT00003275,SL00025925,TXN000025925,2024-12-08,S004,C0006864,E00038,P000320,1,28.99,defective,in_store,store_credit,False,defective,True
RT00003276,SL00011477,TXN000011477,2025-05-01,S020,C0003471,E00049,P000010,1,17.26,not_as_described,in_store,debit_card,True,unopened,False
RT00003277,SL00010511,TXN000010511,2025-03-21,S008,C0000007,E00101,P000049,1,14.54,changed_mind,in_store,credit_card,True,opened,False
RT00003278,SL00014966,TXN000014966,2024-11-01,S015,C0007644,E00019,P000019,2,89.36,damaged,in_store,store_credit,True,damaged,True
RT00003279,SL00009969,TXN000009969,2025-06-21,S008,C0001278,E00122,P000206,1,36.46,changed_mind,in_store,credit_card,True,opened,False
RT00003280,SL00033583,TXN000033583,2024-09-28,S012,C0001201,E00033,P000198,1,28.03,not_as_described,mail,store_credit,False,opened,True
RT00003281,SL00008650,TXN000008650,2025-07-03,S006,C0001310,E00091,P000268,2,48.88,other,in_store,credit_card,True,unopened,False
RT00003282,SL00000691,TXN000000691,2025-03-07,S013,C0001265,E00056,P000225,1,51.32,other,in_store,credit_card,True,unopened,False
RT00003283,SL00045929,TXN000045929,2024-06-24,S018,C0000669,E00099,P000177,1,95.5,other,in_store,debit_card,True,unopened,False
RT00003284,SL00001331,TXN000001331,2024-11-25,S006,C0006548,E00091,P000064,1,23.87,wrong_size,in_store,store_credit,False,opened,True
RT00003285,SL00016372,TXN000016372,2025-09-21,S007,C0002550,E00108,P000398,1,57.32,changed_mind,in_store,cash,True,opened,False
RT00003286,SL00007203,TXN000007203,2025-03-05,S013,C0005788,E00059,P000075,2,169.88,wrong_size,in_store,debit_card,True,missing_packaging,False
RT00003287,SL00038741,TXN000038741,2025-10-24,S002,C0008503,E00053,P000394,1,27.73,damaged,in_store,credit_card,True,missing_packaging,False
RT00003288,SL00036780,TXN000036780,2024-07-08,S008,C0009202,E00089,P000012,1,9.38,late_delivery,in_store,store_credit,True,unopened,False
RT00003289,SL00007518,TXN000007518,2024-09-08,S018,C0000837,E00109,P000115,1,8.92,damaged,in_store,gift_card,True,opened,False
RT00003290,SL00034480,TXN000034480,2024-07-05,S015,C0006534,E00058,P000087,3,173.54,changed_mind,in_store,credit_card,True,missing_packaging,False
RT00003291,SL00039032,TXN000039032,2024-10-13,S018,C0005882,E00099,P000345,2,32.2,not_as_described,mail,cash,True,unopened,False
RT00003292,SL00046877,TXN000046877,2024-10-17,S012,C0008677,E00021,P000397,1,45.73,late_delivery,in_store,credit_card,True,damaged,True
RT00003293,SL00019537,TXN000019537,2025-09-01,S013,C0009126,E00124,P000196,1,25.3,late_delivery,in_store,debit_card,True,opened,True
RT00003294,SL00014270,TXN000014270,2024-12-14,S015,C0003695,E00020,P000453,1,42.98,changed_mind,mail,cash,True,unopened,False
RT00003295,SL00015201,TXN000015201,2024-04-08,S017,C0003043,E00139,P000079,1,26.93,duplicate_purchase,in_store,credit_card,True,missing_packaging,False
RT00003296,SL00040242,TXN000040242,2024-04-19,S018,C0006750,E00102,P000014,5,150.54,wrong_size,in_store,credit_card,True,opened,False
RT00003297,SL00011300,TXN000011300,2025-10-28,S012,C0005206,E00021,P000155,1,88.87,changed_mind,in_store,debit_card,True,opened,False
RT00003298,SL00037242,TXN000037242,2025-02-17,S020,C0008774,E00051,P000036,1,18.63,not_as_described,in_store,credit_card,True,opened,False
RT00003299,SL00032523,TXN000032523,2026-01-06,S014,C0004803,E00149,P000478,1,25.41,changed_mind,in_store,credit_card,True,unopened,False
RT00003300,SL00026856,TXN000026856,2025-07-18,S013,C0007813,E00124,P000162,1,37.5,not_as_described,in_store,cash,True,defective,False
RT00003301,SL00018843,TXN000018843,2025-10-03,S016,C0008665,E00083,P000480,1,13.35,not_as_described,in_store,debit_card,True,missing_packaging,False
RT00003302,SL00044622,TXN000044622,2025-08-31,S009,C0008953,E00137,P000190,3,94.76,changed_mind,in_store,store_credit,False,opened,True
RT00003303,SL00019111,TXN000019111,2025-08-27,S016,C0001519,E00133,P000190,1,35.3,damaged,curbside,credit_card,True,damaged,True
RT00003304,SL00013478,TXN000013478,2024-04-26,S008,C0002879,E00006,P000486,1,24.22,duplicate_purchase,in_store,cash,True,missing_packaging,False
RT00003305,SL00031456,TXN000031456,2024-06-17,S010,C0003287,E00022,P000126,1,17.45,wrong_size,in_store,credit_card,True,unopened,False
RT00003306,SL00031745,TXN000031745,2025-08-16,S018,C0005364,E00099,P000205,1,51.9,damaged,in_store,credit_card,True,damaged,True
RT00003307,SL00043285,TXN000043285,2025-06-26,S012,C0002715,E00016,P000074,1,28.31,duplicate_purchase,in_store,credit_card,False,opened,True
RT00003308,SL00006413,TXN000006413,2025-05-06,S018,C0001237,E00008,P000134,2,186.26,wrong_size,in_store,debit_card,True,unopened,True
RT00003309,SL00036937,TXN000036937,2025-07-27,S012,C0004575,E00084,P000062,1,22.23,other,in_store,store_credit,True,opened,False
RT00003310,SL00021093,TXN000021093,2024-12-17,S018,C0004967,E00099,P000181,1,29.47,changed_mind,in_store,credit_card,True,damaged,True
RT00003311,SL00015669,TXN000015669,2024-08-17,S012,C0004675,E00087,P000491,1,25.92,other,in_store,credit_card,False,unopened,True
RT00003312,SL00006102,TXN000006102,2025-05-13,S001,C0005500,E00048,P000315,1,10.12,duplicate_purchase,in_store,credit_card,True,opened,False
RT00003313,SL00032722,TXN000032722,2024-02-16,S020,C0005710,E00049,P000218,4,46.84,defective,mail,credit_card,True,defective,False
RT00003314,SL00042956,TXN000042956,2024-09-22,S002,C0004111,E00064,P000383,1,62.8,duplicate_purchase,in_store,debit_card,True,unopened,False
RT00003315,SL00038181,TXN000038181,2025-01-16,S014,C0001956,E00149,P000103,2,33.8,not_as_described,mail,credit_card,True,missing_packaging,False
RT00003316,SL00041240,TXN000041240,2025-01-27,S003,C0003297,E00145,P000103,1,16.9,duplicate_purchase,in_store,debit_card,True,opened,True
RT00003317,SL00031214,TXN000031214,2025-09-03,S008,C0003885,E00101,P000335,2,67.84,damaged,in_store,store_credit,True,damaged,True
RT00003318,SL00005253,TXN000005253,2025-12-24,S007,C0000259,E00108,P000428,1,20.75,duplicate_purchase,curbside,debit_card,True,missing_packaging,False
RT00003319,SL00025982,TXN000025982,2024-10-06,S008,C0006570,E00089,P000017,1,30.96,changed_mind,mail,cash,True,opened,False
RT00003320,SL00016524,TXN000016524,2024-03-30,S005,C0007077,E00127,P000389,1,63.9,other,mail,debit_card,True,opened,False
RT00003321,SL00019781,TXN000019781,2024-01-09,S015,C0003689,E00093,P000062,1,18.9,defective,mail,debit_card,True,defective,False
RT00003322,SL00021514,TXN000021514,2025-09-06,S018,C0007364,E00099,P000084,1,44.31,changed_mind,in_store,credit_card,True,opened,False
RT00003323,SL00044024,TXN000044024,2025-07-04,S011,C0006272,E00070,P000447,1,33.33,duplicate_purchase,mail,credit_card,False,unopened,True
RT00003324,SL00046856,TXN000046856,2024-03-10,S015,C0000522,E00058,P000126,1,15.71,changed_mind,in_store,store_credit,True,missing_packaging,False
RT00003325,SL00022148,TXN000022148,2025-01-15,S019,C0000718,E00116,P000433,1,39.54,changed_mind,in_store,store_credit,True,defective,False
RT00003326,SL00007474,TXN000007474,2024-03-26,S014,C0003886,E00149,P000394,1,32.62,changed_mind,curbside,credit_card,True,missing_packaging,False
RT00003327,SL00021758,TXN000021758,2025-07-27,S018,C0005674,E00099,P000084,1,46.92,changed_mind,in_store,debit_card,True,missing_packaging,False
RT00003328,SL00008340,TXN000008340,2025-01-22,S007,C0002011,E00118,P000102,2,160.3,damaged,in_store,cash,False,opened,True
RT00003329,SL00022871,TXN000022871,2024-11-14,S009,C0005043,E00040,P000427,2,253.83,wrong_size,in_store,store_credit,False,opened,True
RT00003330,SL00040290,TXN000040290,2024-05-07,S008,C0002451,E00050,P000004,2,38.72,damaged,in_store,gift_card,False,damaged,True
RT00003331,SL00000404,TXN000000404,2024-02-05,S014,C0005374,E00088,P000152,1,10.24,other,in_store,credit_card,True,unopened,False
RT00003332,SL00005640,TXN000005640,2025-11-10,S013,C0000644,E00059,P000036,1,18.63,changed_mind,in_store,debit_card,True,damaged,True
RT00003333,SL00015614,TXN000015614,2025-05-19,S018,C0005955,E00102,P000492,1,12.76,damaged,in_store,credit_card,True,damaged,True
RT00003334,SL00014414,TXN000014414,2024-07-23,S003,C0005630,E00145,P000442,1,80.66,changed_mind,in_store,store_credit,False,damaged,True
RT00003335,SL00008899,TXN000008899,2025-11-29,S005,C0002902,E00003,P000360,1,21.91,wrong_size,in_store,store_credit,False,unopened,True
RT00003336,SL00026773,TXN000026773,2024-04-15,S014,C0008162,E00054,P000256,1,27.64,changed_mind,in_store,store_credit,False,unopened,True
RT00003337,SL00033622,TXN000033622,2025-06-17,S017,C0006996,E00018,P000253,1,34.99,not_as_described,in_store,store_credit,True,unopened,True
RT00003338,SL00030542,TXN000030542,2025-03-21,S008,C0009081,E00006,P000316,2,45.41,changed_mind,in_store,debit_card,True,opened,False
RT00003339,SL00027026,TXN000027026,2025-12-25,S015,C0004029,E00019,P000045,1,63.15,damaged,mail,credit_card,True,opened,False
RT00003340,SL00030505,TXN000030505,2024-01-24,S006,C0002360,E00094,P000112,1,22.14,duplicate_purchase,in_store,credit_card,True,unopened,False
RT00003341,SL00003624,TXN000003624,2025-11-28,S013,C0003592,E00124,P000038,1,30.62,wrong_size,in_store,cash,True,unopened,False
RT00003342,SL00004203,TXN000004203,2025-05-27,S008,C0000528,E00101,P000342,1,7.56,changed_mind,in_store,credit_card,True,opened,False
RT00003343,SL00026307,TXN000026307,2025-08-24,S005,C0007462,E00142,P000034,1,61.51,changed_mind,in_store,debit_card,True,unopened,False
RT00003344,SL00038096,TXN000038096,2025-12-15,S011,C0006462,E00047,P000170,3,44.52,damaged,in_store,cash,True,damaged,True
RT00003345,SL00044399,TXN000044399,2024-07-05,S008,C0007414,E00101,P000116,1,36.97,defective,mail,store_credit,True,defective,False
RT00003346,SL00044012,TXN000044012,2025-11-22,S015,C0006854,E00058,P000133,1,15.2,changed_mind,in_store,gift_card,True,damaged,True
RT00003347,SL00020476,TXN000020476,2025-05-26,S004,C0005304,E00038,P000095,2,79.86,wrong_size,in_store,credit_card,True,unopened,False
RT00003348,SL00038392,TXN000038392,2025-09-14,S018,C0008589,E00008,P000039,1,149.61,changed_mind,in_store,credit_card,True,unopened,False
RT00003349,SL00012244,TXN000012244,2025-12-28,S015,C0006508,E00093,P000050,3,54.48,defective,in_store,store_credit,True,defective,True
RT00003350,SL00016590,TXN000016590,2025-02-21,S002,C0009035,E00026,P000416,2,44.28,damaged,mail,credit_card,True,damaged,True
RT00003351,SL00045731,TXN000045731,2024-10-11,S017,C0009968,E00036,P000131,1,41.07,wrong_size,in_store,credit_card,True,opened,False
RT00003352,SL00011425,TXN000011425,2025-05-15,S016,C0000070,E00039,P000478,1,20.33,changed_mind,in_store,store_credit,True,missing_packaging,True
RT00003353,SL00038114,TXN000038114,2024-01-26,S008,C0000744,E00101,P000272,1,183.75,wrong_size,in_store,gift_card,True,opened,False
RT00003354,SL00015348,TXN000015348,2026-02-12,S002,C0001442,E00031,P000416,1,20.91,changed_mind,in_store,credit_card,True,unopened,True
RT00003355,SL00016195,TXN000016195,2024-03-08,S018,C0004660,E00109,P000234,2,61.66,not_as_described,mail,cash,True,defective,False
RT00003356,SL00038248,TXN000038248,2024-07-24,S017,C0005054,E00036,P000298,1,13.51,defective,mail,credit_card,True,defective,False
RT00003357,SL00019186,TXN000019186,2024-03-28,S008,C0002630,E00089,P000223,1,13.81,changed_mind,curbside,credit_card,True,unopened,False
RT00003358,SL00022260,TXN000022260,2024-12-11,S008,C0001901,E00101,P000132,1,39.4,wrong_size,in_store,credit_card,True,opened,False
RT00003359,SL00014684,TXN000014684,2024-11-09,S012,C0002021,E00016,P000050,2,30.87,other,curbside,credit_card,True,opened,False
RT00003360,SL00007944,TXN000007944,2024-05-26,S018,C0007509,E00109,P000251,1,125.1,other,mail,store_credit,False,damaged,True
RT00003361,SL00042358,TXN000042358,2025-05-02,S011,C0000116,E00073,P000462,4,175.96,damaged,in_store,store_credit,False,opened,True
RT00003362,SL00025774,TXN000025774,2024-02-15,S009,C0002760,E00040,P000272,1,183.75,not_as_described,in_store,store_credit,True,unopened,False
RT00003363,SL00012079,TXN000012079,2024-09-08,S013,C0005278,E00042,P000469,1,15.74,defective,in_store,credit_card,True,opened,False
RT00003364,SL00008633,TXN000008633,2025-09-25,S019,C0008721,E00010,P000323,2,21.3,other,in_store,credit_card,True,damaged,True
RT00003365,SL00043610,TXN000043610,2025-04-29,S011,C0009673,E00047,P000154,1,22.16,not_as_described,mail,debit_card,True,opened,False
RT00003366,SL00001367,TXN000001367,2024-03-03,S019,C0002340,E00029,P000439,1,13.41,changed_mind,in_store,credit_card,True,missing_packaging,False
RT00003367,SL00015619,TXN000015619,2024-05-05,S013,C0002288,E00059,P000270,1,32.79,defective,mail,debit_card,True,unopened,False
RT00003368,SL00039267,TXN000039267,2025-05-25,S008,C0008374,E00089,P000055,1,47.01,defective,in_store,gift_card,True,unopened,False
RT00003369,SL00016670,TXN000016670,2025-04-02,S017,C0006671,E00018,P000142,1,25.98,defective,in_store,credit_card,True,defective,False
RT00003370,SL00008941,TXN000008941,2025-12-25,S008,C0007432,E00050,P000367,1,40.41,damaged,in_store,debit_card,True,damaged,True
RT00003371,SL00034933,TXN000034933,2025-07-15,S001,C0007031,E00143,P000374,3,84.48,changed_mind,in_store,debit_card,True,unopened,False
RT00003372,SL00024585,TXN000024585,2025-05-02,S005,C0000830,E00141,P000134,3,279.39,wrong_size,in_store,store_credit,True,unopened,True
RT00003373,SL00040294,TXN000040294,2024-12-07,S006,C0005920,E00098,P000161,1,60.72,changed_mind,in_store,credit_card,True,unopened,False
RT00003374,SL00010728,TXN000010728,2025-08-08,S020,C0003187,E00061,P000249,2,38.68,damaged,in_store,debit_card,True,unopened,False
RT00003375,SL00022575,TXN000022575,2024-11-11,S014,C0001135,E00129,P000291,1,34.08,damaged,in_store,cash,True,damaged,True
RT00003376,SL00019487,TXN000019487,2025-04-19,S012,C0004302,E00111,P000301,1,191.1,not_as_described,in_store,store_credit,False,opened,True
RT00003377,SL00020862,TXN000020862,2025-08-01,S008,C0005113,E00101,P000029,1,42.3,not_as_described,in_store,cash,True,opened,False
RT00003378,SL00034716,TXN000034716,2025-07-14,S006,C0002157,E00147,P000466,1,56.9,damaged,in_store,cash,True,damaged,True
RT00003379,SL00039792,TXN000039792,2024-08-10,S002,C0000365,E00064,P000044,1,41.26,changed_mind,curbside,credit_card,True,opened,False
RT00003380,SL00009961,TXN000009961,2025-06-19,S008,C0003780,E00050,P000211,1,175.8,not_as_described,mail,gift_card,True,missing_packaging,False
RT00003381,SL00033466,TXN000033466,2025-12-21,S008,C0002463,E00006,P000475,1,22.77,defective,in_store,credit_card,False,unopened,True
RT00003382,SL00025343,TXN000025343,2024-03-01,S019,C0000171,E00116,P000453,1,40.83,damaged,curbside,credit_card,True,damaged,True
RT00003383,SL00032440,TXN000032440,2024-08-22,S020,C0002804,E00049,P000211,1,206.82,wrong_size,in_store,store_credit,True,opened,True
RT00003384,SL00047680,TXN000047680,2025-01-23,S019,C0007793,E00010,P000393,1,27.62,wrong_size,mail,store_credit,True,missing_packaging,True
RT00003385,SL00004704,TXN000004704,2025-09-11,S013,C0003389,E00124,P000154,1,22.16,duplicate_purchase,in_store,debit_card,True,unopened,False
RT00003386,SL00004180,TXN000004180,2025-04-25,S014,C0008148,E00149,P000309,1,60.32,duplicate_purchase,in_store,store_credit,True,unopened,True
RT00003387,SL00006405,TXN000006405,2025-06-11,S008,C0004638,E00101,P000421,2,51.55,defective,in_store,debit_card,True,opened,False
RT00003388,SL00014772,TXN000014772,2025-03-31,S013,C0008473,E00124,P000498,1,37.45,changed_mind,curbside,gift_card,True,unopened,False
RT00003389,SL00002856,TXN000002856,2025-09-22,S002,C0008074,E00031,P000049,2,29.08,changed_mind,in_store,debit_card,True,missing_packaging,False
RT00003390,SL00008257,TXN000008257,2025-06-13,S008,C0002406,E00006,P000084,1,52.13,duplicate_purchase,in_store,credit_card,False,opened,True
RT00003391,SL00031359,TXN000031359,2024-05-28,S013,C0009512,E00124,P000149,1,36.5,defective,in_store,credit_card,True,defective,False
RT00003392,SL00046236,TXN000046236,2024-02-29,S011,C0003127,E00070,P000089,1,71.15,wrong_size,in_store,credit_card,True,opened,False
RT00003393,SL00015851,TXN000015851,2025-04-07,S017,C0002283,E00075,P000379,2,33.42,duplicate_purchase,in_store,credit_card,True,opened,False
RT00003394,SL00001925,TXN000001925,2024-09-09,S010,C0005651,E00128,P000454,1,17.0,defective,in_store,debit_card,True,opened,False
RT00003395,SL00006233,TXN000006233,2025-05-08,S018,C0003314,E00109,P000182,1,19.09,duplicate_purchase,in_store,debit_card,True,opened,False
RT00003396,SL00012156,TXN000012156,2024-05-31,S019,C0003521,E00121,P000499,1,22.82,late_delivery,in_store,cash,True,unopened,True
RT00003397,SL00024597,TXN000024597,2024-10-05,S016,C0003336,E00133,P000028,1,18.87,late_delivery,in_store,store_credit,False,unopened,True
RT00003398,SL00018988,TXN000018988,2025-12-21,S004,C0003517,E00038,P000018,2,78.34,changed_mind,curbside,cash,True,opened,False
RT00003399,SL00019340,TXN000019340,2025-09-30,S013,C0003711,E00124,P000230,3,84.87,changed_mind,in_store,debit_card,True,unopened,False
RT00003400,SL00013139,TXN000013139,2025-09-05,S020,C0004549,E00049,P000459,3,354.72,not_as_described,in_store,store_credit,True,opened,True
RT00003401,SL00021295,TXN000021295,2024-04-15,S015,C0008457,E00062,P000131,1,36.5,changed_mind,in_store,debit_card,True,opened,False
RT00003402,SL00020229,TXN000020229,2024-08-19,S006,C0005939,E00004,P000133,1,12.92,changed_mind,mail,cash,True,unopened,False
RT00003403,SL00029979,TXN000029979,2025-05-13,S002,C0009151,E00031,P000054,1,29.75,changed_mind,curbside,credit_card,True,missing_packaging,False
RT00003404,SL00046146,TXN000046146,2025-04-22,S008,C0002875,E00122,P000354,2,53.7,changed_mind,in_store,store_credit,True,opened,True
RT00003405,SL00020052,TXN000020052,2024-05-19,S011,C0003302,E00070,P000268,1,24.44,duplicate_purchase,in_store,store_credit,True,opened,False
RT00003406,SL00038625,TXN000038625,2025-04-16,S018,C0004923,E00002,P000420,1,28.82,not_as_described,in_store,store_credit,False,unopened,True
RT00003407,SL00036222,TXN000036222,2024-12-12,S013,C0008192,E00124,P000396,1,23.61,changed_mind,in_store,cash,True,opened,False
RT00003408,SL00012841,TXN000012841,2024-09-15,S015,C0001745,E00020,P000499,1,21.68,wrong_size,in_store,store_credit,True,unopened,False
RT00003409,SL00010676,TXN000010676,2024-10-11,S016,C0000384,E00133,P000444,1,27.01,other,in_store,store_credit,False,opened,True
RT00003410,SL00031107,TXN000031107,2025-07-09,S008,C0005121,E00006,P000467,1,22.45,duplicate_purchase,in_store,store_credit,False,unopened,True
RT00003411,SL00000552,TXN000000552,2024-02-24,S011,C0004276,E00013,P000404,1,27.92,changed_mind,mail,debit_card,True,opened,False
RT00003412,SL00028850,TXN000028850,2025-12-08,S005,C0001472,E00141,P000080,1,54.21,changed_mind,in_store,store_credit,False,missing_packaging,True
RT00003413,SL00000663,TXN000000663,2024-12-12,S004,C0000651,E00038,P000386,1,16.48,changed_mind,in_store,debit_card,True,damaged,True
RT00003414,SL00020265,TXN000020265,2025-09-25,S009,C0006395,E00040,P000225,2,102.64,not_as_described,in_store,gift_card,True,opened,False
RT00003415,SL00018195,TXN000018195,2024-06-11,S020,C0005880,E00028,P000143,2,45.66,duplicate_purchase,in_store,credit_card,True,damaged,True
RT00003416,SL00016591,TXN000016591,2024-09-17,S015,C0001551,E00020,P000230,1,28.29,damaged,in_store,store_credit,False,damaged,True
RT00003417,SL00012602,TXN000012602,2024-02-20,S012,C0002229,E00016,P000311,1,26.82,changed_mind,in_store,gift_card,True,unopened,False
RT00003418,SL00034452,TXN000034452,2024-10-24,S008,C0005778,E00001,P000029,1,49.76,not_as_described,curbside,credit_card,True,opened,True
RT00003419,SL00025367,TXN000025367,2025-03-21,S002,C0001055,E00064,P000369,1,6.12,damaged,curbside,credit_card,True,defective,False
RT00003420,SL00025335,TXN000025335,2025-06-19,S013,C0005940,E00056,P000225,1,46.19,duplicate_purchase,in_store,gift_card,True,opened,False
RT00003421,SL00023314,TXN000023314,2024-10-17,S018,C0000449,E00134,P000003,1,41.8,changed_mind,in_store,store_credit,False,opened,True
RT00003422,SL00046961,TXN000046961,2025-08-02,S013,C0005791,E00124,P000112,1,16.31,duplicate_purchase,in_store,store_credit,True,opened,True
RT00003423,SL00008390,TXN000008390,2024-05-01,S018,C0003331,E00008,P000484,5,39.25,not_as_described,in_store,cash,True,defective,False
RT00003424,SL00047853,TXN000047853,2024-08-01,S006,C0006715,E00046,P000192,4,78.92,changed_mind,in_store,debit_card,True,unopened,False
RT00003425,SL00013583,TXN000013583,2024-09-16,S002,C0001911,E00072,P000015,1,18.65,wrong_size,mail,credit_card,True,unopened,False
RT00003426,SL00005197,TXN000005197,2024-03-23,S013,C0001861,E00124,P000305,1,38.29,damaged,in_store,debit_card,True,defective,False
RT00003427,SL00021392,TXN000021392,2025-02-16,S004,C0004276,E00052,P000032,1,25.97,not_as_described,in_store,debit_card,True,missing_packaging,False
RT00003428,SL00037717,TXN000037717,2024-04-09,S003,C0000428,E00106,P000381,1,25.72,wrong_size,in_store,store_credit,True,missing_packaging,False
RT00003429,SL00044808,TXN000044808,2025-06-16,S013,C0007826,E00124,P000347,1,5.49,defective,mail,debit_card,True,unopened,False
RT00003430,SL00010868,TXN000010868,2024-07-01,S011,C0008444,E00070,P000079,1,24.24,changed_mind,in_store,store_credit,True,opened,True
RT00003431,SL00020142,TXN000020142,2025-02-12,S008,C0000389,E00101,P000052,2,53.31,changed_mind,in_store,credit_card,True,unopened,False
RT00003432,SL00037980,TXN000037980,2024-08-15,S016,C0008331,E00057,P000231,1,11.92,defective,in_store,credit_card,True,unopened,False
RT00003433,SL00041169,TXN000041169,2024-11-17,S019,C0006398,E00067,P000492,1,14.35,wrong_size,mail,credit_card,True,unopened,True
RT00003434,SL00040912,TXN000040912,2025-04-24,S008,C0004649,E00074,P000447,1,31.66,defective,in_store,store_credit,True,damaged,True
RT00003435,SL00015255,TXN000015255,2025-07-08,S018,C0006421,E00099,P000423,1,25.6,duplicate_purchase,in_store,store_credit,False,opened,True
